industry_div,accident_kind,accident_summary,causal_object,high_risk_situation,causal_factor,countermeasure,content,gong_jong,jak_up_myung,mid_industry,accident_type_mapped
제조업,,2016년 5월경 제품을 야적하기 위해 지게차가 5톤 화물을 운반하기 위해 후진하던 중 재해자를 충격하여 사망,지게차,지게차를 사용하는 작업,근로자와 작업차량 간 『혼재작업 장소에서 근로자 이동과 작업차량 운행을 통제하지 않은 상태』에서 근로자가 작업차량에 부딪히나 깔림 또는 주변 구조물과 작업차량 사이에 끼임,"▶ 지게차 이용 중량물 취급에 대한 작업계획서 작성(작업방법, 운행경로, 근로자와 지게차 혼재 작업 여부 등)
▶ 혼재 작업 시 작업지휘자 또는 유도자 배치","2016년 5월경 제품을 야적하기 위해 지게차가 5톤 화물을 운반하기 위해 후진하던 중 재해자를 충격하여 사망 [유발요인] 근로자와 작업차량 간 『혼재작업 장소에서 근로자 이동과 작업차량 운행을 통제하지 않은 상태』에서 근로자가 작업차량에 부딪히나 깔림 또는 주변 구조물과 작업차량 사이에 끼임 [대책] ▶ 지게차 이용 중량물 취급에 대한 작업계획서 작성(작업방법, 운행경로, 근로자와 지게차 혼재 작업 여부 등)
▶ 혼재 작업 시 작업지휘자 또는 유도자 배치",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 10월경 재해자가 가열로(발포로) 고장원인을 확인하기 위해 가열로 드럼 전동기 내에 회전하고 있던 체인 스프라켓을 손으로 잡아 세우려다 장갑이 말림,생산설비(가열로<발포로>),비정형 작업(점검),『말릴 위험이 있는 옷이나 장갑을 착용하고 회전축에 근접하여 작업』해 손이나 팔이 말려 절단,"▶ 목장갑 등 사용 시 손이 말려 들어갈 위험이 있음을 근로자에게 교육하고, 밀착형 가죽장갑 등을 지급하여 착용하도록 조치","2016년 10월경 재해자가 가열로(발포로) 고장원인을 확인하기 위해 가열로 드럼 전동기 내에 회전하고 있던 체인 스프라켓을 손으로 잡아 세우려다 장갑이 말림 [유발요인] 『말릴 위험이 있는 옷이나 장갑을 착용하고 회전축에 근접하여 작업』해 손이나 팔이 말려 절단 [대책] ▶ 목장갑 등 사용 시 손이 말려 들어갈 위험이 있음을 근로자에게 교육하고, 밀착형 가죽장갑 등을 지급하여 착용하도록 조치",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 11월경 톤백이 적재되어 있는 1단에서 지게차 포크에 고리부분을 연결하는 작업을 하던 중 3단으로 쌓여있던 톤백이 넘어지면서 재해자를 충격하여 사망,적재물(톤백),상하차 작업 또는 적재된 화물,『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 떨어짐,"▶ 차량 상부작업 시 작업장소 상부에 안전대 걸이설비 설치·사용
▶ 적재함에 오르내리기 위한 설비 설치·사용
▶ 작업 시 안전대, 안전모 등 보호구 착용","2016년 11월경 톤백이 적재되어 있는 1단에서 지게차 포크에 고리부분을 연결하는 작업을 하던 중 3단으로 쌓여있던 톤백이 넘어지면서 재해자를 충격하여 사망 [유발요인] 『적재된 제품·재료 또는 화물 적재함 위에 올라 작업』하던 중 균형을 잃고 떨어짐 [대책] ▶ 차량 상부작업 시 작업장소 상부에 안전대 걸이설비 설치·사용
▶ 적재함에 오르내리기 위한 설비 설치·사용
▶ 작업 시 안전대, 안전모 등 보호구 착용",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 4월 케이블 제조공장에서 재해자가 전선을 감는 권취기의 드럼과 감기는 전선 사이에 다리가 말림,생산설비(와인더/권취기),자동화 설비 작업,"『주변 설비의 움직임을 인지하지 못하거나, 안전거리를 확보하지 않고 작업』 하여 작동하는 설비에 부딪히거나, 말림·끼임","▶ 같은 장소에서 이루어지는 도급인과 수급인의 작업 혼재 시 재해 발생 예방을 위한 의사 전달 체계 수립
▶ 안전작업허가제도로 작업 전·중·후 안전확보 상태 지속 확인","2016년 4월 케이블 제조공장에서 재해자가 전선을 감는 권취기의 드럼과 감기는 전선 사이에 다리가 말림 [유발요인] 『주변 설비의 움직임을 인지하지 못하거나, 안전거리를 확보하지 않고 작업』 하여 작동하는 설비에 부딪히거나, 말림·끼임 [대책] ▶ 같은 장소에서 이루어지는 도급인과 수급인의 작업 혼재 시 재해 발생 예방을 위한 의사 전달 체계 수립
▶ 안전작업허가제도로 작업 전·중·후 안전확보 상태 지속 확인",,,전기기계기구·정밀기구·전자제품제조업,
임업,,2016년 1월경 OO산 벌목현장에서 재해자가 벌도목이 인접 나무에 걸친 상태에서 조재작업을 하던 중 걸려있던 벌도목이 재해자의 머리를 강타해 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2016년 1월경 OO산 벌목현장에서 재해자가 벌도목이 인접 나무에 걸친 상태에서 조재작업을 하던 중 걸려있던 벌도목이 재해자의 머리를 강타해 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
제조업,,2016년 3월경 재해자가 석재가공품 상차 작업 중 적재함과 석재품 사이에 받침목을 받치는 작업 후 차량 주변에서 대기 중 석재품이 재해자 쪽으로 떨어지면서 재해자를 충격하여 병원치료 중 사망,적재물(석재),상하차 작업 또는 적재된 화물,『화물의 무게가 한쪽으로 치우쳐진 상태 등』 적재상태가 불량한 화물이 무너지면서 맞거나 깔림,"▶ 전도·낙하 방지를 위해 중량물 제거 후 작업
▶ 중량물 고정 실시 후 수리작업 실시","2016년 3월경 재해자가 석재가공품 상차 작업 중 적재함과 석재품 사이에 받침목을 받치는 작업 후 차량 주변에서 대기 중 석재품이 재해자 쪽으로 떨어지면서 재해자를 충격하여 병원치료 중 사망 [유발요인] 『화물의 무게가 한쪽으로 치우쳐진 상태 등』 적재상태가 불량한 화물이 무너지면서 맞거나 깔림 [대책] ▶ 전도·낙하 방지를 위해 중량물 제거 후 작업
▶ 중량물 고정 실시 후 수리작업 실시",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 8월경 재해자가 작업준비 중 몰드를 운반하는 전도기 암(Arm)에 눌려 사망,생산설비(전도기),자동화 설비 작업,"『주변 설비의 움직임을 인지하지 못하거나, 안전거리를 확보하지 않고 작업』 하여 작동하는 설비에 부딪히거나, 말림·끼임","▶ 같은 장소에서 이루어지는 도급인과 수급인의 작업 혼재 시 재해 발생 예방을 위한 의사 전달 체계 수립
▶ 안전작업허가제도로 작업 전·중·후 안전확보 상태 지속 확인","2016년 8월경 재해자가 작업준비 중 몰드를 운반하는 전도기 암(Arm)에 눌려 사망 [유발요인] 『주변 설비의 움직임을 인지하지 못하거나, 안전거리를 확보하지 않고 작업』 하여 작동하는 설비에 부딪히거나, 말림·끼임 [대책] ▶ 같은 장소에서 이루어지는 도급인과 수급인의 작업 혼재 시 재해 발생 예방을 위한 의사 전달 체계 수립
▶ 안전작업허가제도로 작업 전·중·후 안전확보 상태 지속 확인",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 4월경 OO사업장 선박 제조 공정에서 재해자가 휴대용 연삭기로 작업 중 다리를 베어 과다출혈로 사망,수공구(핸드그라인더),그라인더 등 수공구를 사용하는 작업,보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음,"▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용","2016년 4월경 OO사업장 선박 제조 공정에서 재해자가 휴대용 연삭기로 작업 중 다리를 베어 과다출혈로 사망 [유발요인] 보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음 [대책] ▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용",,,선박건조및수리업,
제조업,,2016년 8월 아스콘 생산공장 원석 파쇄공정에서 재해자가 골재 운반용 벨트컨베이어 하부 세골재를 제거(청소)하는 작업 중 컨베이어 벨트와 안내롤러 사이에 왼팔이 말림,컨베이어,비정형 작업(이물질 제거·청소),『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림,"▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시","2016년 8월 아스콘 생산공장 원석 파쇄공정에서 재해자가 골재 운반용 벨트컨베이어 하부 세골재를 제거(청소)하는 작업 중 컨베이어 벨트와 안내롤러 사이에 왼팔이 말림 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림 [대책] ▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시",,,수제품및기타제품제조업,
제조업,,"2016년 2월경 도금업체에서 재해자가 약 2m 정도의 배관을 TIG용접을 하던 중 배관안에서 쓰러져 동료 작업자가 발견, 병원으로 이송후 사망",유해가스(아르곤가스),용접·절단·사상 또는 도장 작업,『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발,"▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치","2016년 2월경 도금업체에서 재해자가 약 2m 정도의 배관을 TIG용접을 하던 중 배관안에서 쓰러져 동료 작업자가 발견, 병원으로 이송후 사망 [유발요인] 『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발 [대책] ▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 6월경 단조공장에서 천장주행 크레인을 이용하여 중량물을 하강하여 작업 중 달기체인 훅으로 부터 이탈된 중량물이 넘어지면서 지나가던 재해자 머리를 충격하여 사망,줄걸이기구(훅),"크레인(천장주행, 갠트리, 지브 등) 사용 작업",훅해지장치가 없는 등 『줄걸이가 훅에서 이탈』해 떨어지는 화물에 부딪히거나 깔림,"▶ 인양하중 및 화물의 형태를 고려하여 체인블록의 훅을 선정
▶ 훅과 훅 해지장치 등을 상시 점검하여 사용하고, 이상 시 폐기 처리","2016년 6월경 단조공장에서 천장주행 크레인을 이용하여 중량물을 하강하여 작업 중 달기체인 훅으로 부터 이탈된 중량물이 넘어지면서 지나가던 재해자 머리를 충격하여 사망 [유발요인] 훅해지장치가 없는 등 『줄걸이가 훅에서 이탈』해 떨어지는 화물에 부딪히거나 깔림 [대책] ▶ 인양하중 및 화물의 형태를 고려하여 체인블록의 훅을 선정
▶ 훅과 훅 해지장치 등을 상시 점검하여 사용하고, 이상 시 폐기 처리",,,기계기구·금속·비금속광물제품제조업,
임업,,2016년 11월경 OO산에서 재해자가 벌목작업을 하던 중 벌도목에 걸쳐있던 나무가 넘어가면서 재해자의 머리를 강타하여 사망,나무(벌도목),벌목·조재 작업,"『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘)","▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지","2016년 11월경 OO산에서 재해자가 벌목작업을 하던 중 벌도목에 걸쳐있던 나무가 넘어가면서 재해자의 머리를 강타하여 사망 [유발요인] 『벌도목이 의도하지 않은 방향으로 쓰러지거나, 주변 장애물에 걸려』 작업자 방향으로 쓰러지면서 안면 또는 머리를 가격(부딪힘) [대책] ▶ 벌목 작업 시에는 사전에 대피장소를 정하여 작업 실시
▶ 충분한 안전거리를 확보하여, 다른 작업자와 동시에 작업 금지",,,임업,
운수창고통신업,,"2016년 8월경 OO정비소 내 화물자동차 주차장에서 탱크로리에 있는 황산을 다른 탱크로리로 이송하는 작업을 하던 중 탱크로리 상단 맨홀에 고정해 놓은 호스가 이탈되면서 맨홀 주변에 있던 재해자가 황산에 노출되어 치료 중 사망, 동료 작업자 1명이 부상",화학물질(황산),위험물질 취급 또는 그 장소에서 수행하는 작업,『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발,"▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치","2016년 8월경 OO정비소 내 화물자동차 주차장에서 탱크로리에 있는 황산을 다른 탱크로리로 이송하는 작업을 하던 중 탱크로리 상단 맨홀에 고정해 놓은 호스가 이탈되면서 맨홀 주변에 있던 재해자가 황산에 노출되어 치료 중 사망, 동료 작업자 1명이 부상 [유발요인] 『취급하는 물질이 배관·호스·용기 등에서 누출』되어 화학물질 접촉·질식 또는 화재·폭발 [대책] ▶ 위험물질에 대한 MSDS 비치 및 근로자 교육
▶ 공급원재료의 종류, 공급되는 설비명 표시
▶ 가스검지 및 경보장치·긴급차단장치 및 방유제 설치",,,육상및수상운수업,
제조업,,2016년 2월경 지금제거 수리장에서 재해자가 수리장에 장착된 전기로 Roof 하부에 들어가 냉각수 배관에 융착되어 있는 지금(base metal)을 제거하던 중 떨어지는 지금 덩어리(200kg)에 머리를 맞고 사망,분류 불가,비정형 작업(이물질 제거·청소),『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림,"▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시","2016년 2월경 지금제거 수리장에서 재해자가 수리장에 장착된 전기로 Roof 하부에 들어가 냉각수 배관에 융착되어 있는 지금(base metal)을 제거하던 중 떨어지는 지금 덩어리(200kg)에 머리를 맞고 사망 [유발요인] 『매달아 올리거나 적재 상태가 불량한 물체』가 떨어지거나 무너지면서 맞거나 깔림 [대책] ▶ 주변의 중량물로 인한 깔림 방지를 위해 중량물 제거 후 작업
▶ 중량물 지지대 설치 후 수리·교체작업 실시",,,금속제련업,
제조업,,2016년 10월경 선반 작업장에서 재해자가 범용선반을 이용하여 로울러를 가공하던 중 로울러가 튕겨져 재해자 머리를 충격하여 사망,금속가공기계(범용선반),가공 설비를 이용한 작업,보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음,"▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용","2016년 10월경 선반 작업장에서 재해자가 범용선반을 이용하여 로울러를 가공하던 중 로울러가 튕겨져 재해자 머리를 충격하여 사망 [유발요인] 보호구를 착용하지 않은 상태에서 『튕겨나온 가공날 또는 가공물』에 눈을 찔리거나 머리를 맞음 [대책] ▶ 선반가공 시 척, 방진구 및 심압대 체결상태 확인 및 갇독 철저
▶ 칩 브레이커 등 설치·사용
▶ 보안경/보안면 등 안면보호구 착용",,,기계기구·금속·비금속광물제품제조업,
제조업,,2016년 8월 폐기물처리 사업장에서 재해자가 지게차 실린더에 그리스를 주입하는 과정에서 지게차 우측에 서서 지게차 시동을 거는 순간 지게차가 후진하면서 지게차 우측 앞바퀴에 가슴부위를 치임,지게차,비정형 작업(정비·보수),『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림,"▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시","2016년 8월 폐기물처리 사업장에서 재해자가 지게차 실린더에 그리스를 주입하는 과정에서 지게차 우측에 서서 지게차 시동을 거는 순간 지게차가 후진하면서 지게차 우측 앞바퀴에 가슴부위를 치임 [유발요인] 『설비를 정지시키지 않거나 전원을 차단하지 않은 상태』에서 정비·보수·청소 등의 작업을 하다가 끼이거나 말림 [대책] ▶ 설비 가동중 이물질 제거 등이 발생할 수 있는 생산작업을 분석하고 근원적 접근방지대책 수립
▶ 끼임재해 우려가 있어 가동정지 후 작업이 필요한 설비 목록화→LOTO(Lock Out,  Tag Out) 대상 확정·시행 
▶ 작업 절차에 대해 근로자 교육실시",,,수제품및기타제품제조업,
