industry_div,accident_kind,accident_summary,causal_object,high_risk_situation,causal_factor,countermeasure,content,gong_jong,jak_up_myung,mid_industry,accident_type_mapped
건설업,,"2019년 11월경 OO체육관 개보수 현장에서 ㈜OO 소속 재해자(보통인부)가 츄레라에 적재된 철재기둥(Φ508, L=7.5m, , 2.02Ton) 에 올라가 하역 준비를 하던 중 츄레라 기사가 체인블럭을 푸는 순간 철재기둥이 무게중심을 잃고 츄레라 단부에서 철재기둥과 재해자가 바닥으로 떨어진 후(H=1.54m) 철재기둥이 굴러 재해자의 안면을 덮쳐 사망",철골(철골자재),3. 철골공사,츄레라에 적재된 철재기둥에 올라가 하역 준비를 하던 중 츄레라 기사가 체인블럭을 해체하는 순간 철재기둥이 무게 중심을 잃고 무너져 근로자와 함께 낙하,"▶ 철재기둥의 하역 작업 시 안전조치 후 작업 실시
▶ 지급된 개인보후구 착용 후 작업 실시","2019년 11월경 OO체육관 개보수 현장에서 ㈜OO 소속 재해자(보통인부)가 츄레라에 적재된 철재기둥(Φ508, L=7.5m, , 2.02Ton) 에 올라가 하역 준비를 하던 중 츄레라 기사가 체인블럭을 푸는 순간 철재기둥이 무게중심을 잃고 츄레라 단부에서 철재기둥과 재해자가 바닥으로 떨어진 후(H=1.54m) 철재기둥이 굴러 재해자의 안면을 덮쳐 사망 [유발요인] 츄레라에 적재된 철재기둥에 올라가 하역 준비를 하던 중 츄레라 기사가 체인블럭을 해체하는 순간 철재기둥이 무게 중심을 잃고 무너져 근로자와 함께 낙하 [대책] ▶ 철재기둥의 하역 작업 시 안전조치 후 작업 실시
▶ 지급된 개인보후구 착용 후 작업 실시",3. 철골공사,3.1 철골 작업,,
건설업,,"2015년 10월경 ㈜OO OO공장 신축공사 현장 주변 도로에서, 재해자(철골공)가 현장 인근의 야적장에서 철골자재를 트레일러에 싣고 적재함에 함께 탑승한 채 공사현장으로 이동하던 중 트레일러 적재함에 실린 철골자재가 재해자와 함께 도로로 떨어지면서 재해자 위로 덮쳐 사망",철골(철골자재),3. 철골공사,철골자재의 낙하방지조치가 불량한 상태에서 철골자재를 트레일러에 싣고 적재함에 함께 탑승한 채 공사현장으로 이동하던 중 철골부재와 재해자가 함께 도로로 떨어지면서 재해자 위로 덮쳐 깔림,▶ 트레일러에 화물적재시 화물의 붕괴 또는 낙하에 의한 위험을 방지하기 위해 화물에 로프등으로 고정하여 탈락하지 않도록 하여야 함,"2015년 10월경 ㈜OO OO공장 신축공사 현장 주변 도로에서, 재해자(철골공)가 현장 인근의 야적장에서 철골자재를 트레일러에 싣고 적재함에 함께 탑승한 채 공사현장으로 이동하던 중 트레일러 적재함에 실린 철골자재가 재해자와 함께 도로로 떨어지면서 재해자 위로 덮쳐 사망 [유발요인] 철골자재의 낙하방지조치가 불량한 상태에서 철골자재를 트레일러에 싣고 적재함에 함께 탑승한 채 공사현장으로 이동하던 중 철골부재와 재해자가 함께 도로로 떨어지면서 재해자 위로 덮쳐 깔림 [대책] ▶ 트레일러에 화물적재시 화물의 붕괴 또는 낙하에 의한 위험을 방지하기 위해 화물에 로프등으로 고정하여 탈락하지 않도록 하여야 함",3. 철골공사,3.1 철골 작업,,
건설업,,2020년 7월경 OOO(개인) 판매시설 신축 현장에서 재해자(직영인부)가 철골기둥에 철골보(도리)를 설치하고 1층 바닥에 앉아 철골기둥의 수직도를 확인하던 중 임시용접된 상부의 철골보(도리)가 떨어지며(h=3.25m) 재해자의 머리와 등을 가격하여 사망,철골(철골구조물),3. 철골공사,철골기둥 철골보를 설치하는 작업을 위해 철골기둥의 수직도를 확인하던 중 임시용접된 상부의 철골보가 탈락하여 근로자에게 낙하 ,"▶ 철골 조립 시 철골의 접합부가 충분히 지지되도록 볼트 체결
▶ 견고한 구조 형성 전 들어올린 철골을 걸이로프 등으로부터 결속 유지
▶ 철골조립 시 안전대 부착설비 설치 및 안전대 지급","2020년 7월경 OOO(개인) 판매시설 신축 현장에서 재해자(직영인부)가 철골기둥에 철골보(도리)를 설치하고 1층 바닥에 앉아 철골기둥의 수직도를 확인하던 중 임시용접된 상부의 철골보(도리)가 떨어지며(h=3.25m) 재해자의 머리와 등을 가격하여 사망 [유발요인] 철골기둥 철골보를 설치하는 작업을 위해 철골기둥의 수직도를 확인하던 중 임시용접된 상부의 철골보가 탈락하여 근로자에게 낙하  [대책] ▶ 철골 조립 시 철골의 접합부가 충분히 지지되도록 볼트 체결
▶ 견고한 구조 형성 전 들어올린 철골을 걸이로프 등으로부터 결속 유지
▶ 철골조립 시 안전대 부착설비 설치 및 안전대 지급",3. 철골공사,3.1 철골 작업,,
건설업,,"2017년 9월경 OOO(개인)이 시공하는 OO 근린생활시설 및 단독주택 신축공사 현장에서 재해자(철골공)가 데크플레이트(Deck Plate, 파형강판) 여러 장을 두줄걸이로 걸어서 인상 작업을 하던 중 데크 플레이트가 줄걸이 한쪽 슬링벨트에서 탈락되어 떨어지면서 아래에 있던 재해자의 머리를 강타하여 사망",철골(철골자재),3. 철골공사,데크플레이트 여러 장을 두줄걸이로 걸어서 인상 작업을 하던 중 데크 플레이트가 줄걸이 한쪽 슬링벨트에서 탈락되어 떨어지면서 아래에 있던 재해자의 머리를 강타,"▶ 자재 운반 시 낙하위험이 있는 경우 근로자 출입금지 구역 설정 및 근로자 출입 통체
▶ 중량물인 데크플레이트 인양시 중량물 취급방법, 인양장비의 재원 능력에 맞는 작업방식 지휘","2017년 9월경 OOO(개인)이 시공하는 OO 근린생활시설 및 단독주택 신축공사 현장에서 재해자(철골공)가 데크플레이트(Deck Plate, 파형강판) 여러 장을 두줄걸이로 걸어서 인상 작업을 하던 중 데크 플레이트가 줄걸이 한쪽 슬링벨트에서 탈락되어 떨어지면서 아래에 있던 재해자의 머리를 강타하여 사망 [유발요인] 데크플레이트 여러 장을 두줄걸이로 걸어서 인상 작업을 하던 중 데크 플레이트가 줄걸이 한쪽 슬링벨트에서 탈락되어 떨어지면서 아래에 있던 재해자의 머리를 강타 [대책] ▶ 자재 운반 시 낙하위험이 있는 경우 근로자 출입금지 구역 설정 및 근로자 출입 통체
▶ 중량물인 데크플레이트 인양시 중량물 취급방법, 인양장비의 재원 능력에 맞는 작업방식 지휘",3. 철골공사,3.1 철골 작업,,
건설업,,2016년 8월경 OO근린생활 신축공사에 설치 될 H-beam을 제작 작업 중 H-beam 전면부 용접을 완료하고 뒤집어 후면부를 용접하기 위해 하카를 이용하여 걸어 넘기는 과정에서 하카를 빼지 못하고 길이 185cm의 하카에 재해자가 안면부를 강타당하여 사망(추정),기타건설장비,3. 철골공사,H빔을 제작 작업 중 H빔 전면부 용접을 완료하고 후면부 용접하기 위해 하카를 이용하여 걸어 넘기는 과정에서 하카를 빼지 못하여 하카에 의해 근로자 안면부 강타,"▶ H-beam 용접 및 인양 작업 시 낙하, 맞음 등의 위험과 하카를 이용하여 중량물을 뒤집는 등에 작업 시 맞음 등의 위험발생가능성이 있어 개인 보호구 착용
▶ 중량물 인양 시 리프트, 크레인 등 차량용 건설기계의 활용으로 인재 방지","2016년 8월경 OO근린생활 신축공사에 설치 될 H-beam을 제작 작업 중 H-beam 전면부 용접을 완료하고 뒤집어 후면부를 용접하기 위해 하카를 이용하여 걸어 넘기는 과정에서 하카를 빼지 못하고 길이 185cm의 하카에 재해자가 안면부를 강타당하여 사망(추정) [유발요인] H빔을 제작 작업 중 H빔 전면부 용접을 완료하고 후면부 용접하기 위해 하카를 이용하여 걸어 넘기는 과정에서 하카를 빼지 못하여 하카에 의해 근로자 안면부 강타 [대책] ▶ H-beam 용접 및 인양 작업 시 낙하, 맞음 등의 위험과 하카를 이용하여 중량물을 뒤집는 등에 작업 시 맞음 등의 위험발생가능성이 있어 개인 보호구 착용
▶ 중량물 인양 시 리프트, 크레인 등 차량용 건설기계의 활용으로 인재 방지",3. 철골공사,3.1 철골 작업,,
건설업,,2017년 9월경 OO건설 공사현장에서 재해자가 아파트 O동 지하1층 제연휀룸 내 설치된 이동식비계 1단 하부 콘크리트 바닥에 쓰러져 사망,이동식비계,4. 마감공사,이동식비계 위에서 몸의 중심을 잃고 안전난간이 설치되지 않은 작업발판 단부로 추락,"▶ 이동식비계 최상부에는 안전난간을 견고하게 설치하고, 작업의 여건 상 안전난간을 설치하기 어려운 경우에는 안전대 부착설비를 설치하고 안전대 체결 후 작업하도록 관리감독 
▶ 이동식비계 작업 시 갑작스러운 이동 또는 전도방지를 위하여 발바퀴 고정 및 아웃트리거 설치 등 전도방지조치 준수","2017년 9월경 OO건설 공사현장에서 재해자가 아파트 O동 지하1층 제연휀룸 내 설치된 이동식비계 1단 하부 콘크리트 바닥에 쓰러져 사망 [유발요인] 이동식비계 위에서 몸의 중심을 잃고 안전난간이 설치되지 않은 작업발판 단부로 추락 [대책] ▶ 이동식비계 최상부에는 안전난간을 견고하게 설치하고, 작업의 여건 상 안전난간을 설치하기 어려운 경우에는 안전대 부착설비를 설치하고 안전대 체결 후 작업하도록 관리감독 
▶ 이동식비계 작업 시 갑작스러운 이동 또는 전도방지를 위하여 발바퀴 고정 및 아웃트리거 설치 등 전도방지조치 준수",4. 마감공사,"4.1 조적, 미장 및 견출작업",,
건설업,,2016년 9월경 OO신축공사에서 미장 작업 중 현장 우측 다용도실 앞에 쓰러진 상태로 발견되어 사망,암석,4. 마감공사,외벽 미장작업 중 바닥에 방치되어 있는 벽돌자재를 밟고 넘어지면서 경계석에머리를 부딪힘,"▶ 작업장소에서 넘어지거나 미끄러지는 등 위험이 없도록 조치 및 정리정돈 철저
▶ 작업 전 지반상태 확인 후 고르고 평탄하게 정리 후 작업 실시 ","2016년 9월경 OO신축공사에서 미장 작업 중 현장 우측 다용도실 앞에 쓰러진 상태로 발견되어 사망 [유발요인] 외벽 미장작업 중 바닥에 방치되어 있는 벽돌자재를 밟고 넘어지면서 경계석에머리를 부딪힘 [대책] ▶ 작업장소에서 넘어지거나 미끄러지는 등 위험이 없도록 조치 및 정리정돈 철저
▶ 작업 전 지반상태 확인 후 고르고 평탄하게 정리 후 작업 실시 ",4. 마감공사,"4.1 조적, 미장 및 견출작업",,
건설업,,2017년 9월 OO(주) OO아파트 주택재건축 현장에서 재해자가 아파트 계단실에서 이동하던 중 뒤로 넘어지면서 콘크리트 바닥에 머리를 부딪쳐 사망,계단,4. 마감공사,아파트 계단실에서 이동하던 중 발을 헛디뎌 근로자가 뒤로 넘어지면서 콘크리트 바닥에 머리를 부딪힘,▶ 근로자는 계단실을 이용하여 이동할 경우 안전난간을 잡고 이동 하는 등 안전하게 통행,2017년 9월 OO(주) OO아파트 주택재건축 현장에서 재해자가 아파트 계단실에서 이동하던 중 뒤로 넘어지면서 콘크리트 바닥에 머리를 부딪쳐 사망 [유발요인] 아파트 계단실에서 이동하던 중 발을 헛디뎌 근로자가 뒤로 넘어지면서 콘크리트 바닥에 머리를 부딪힘 [대책] ▶ 근로자는 계단실을 이용하여 이동할 경우 안전난간을 잡고 이동 하는 등 안전하게 통행,4. 마감공사,4.2 방수 작업,,
건설업,,"2020년 9월경 OO타워 누수 하자보수공사 현장에서 재해자가 건물 우측 하부 벽면의 방수시트 제거 및 정리작업 중, 건물 외벽에 부착되었던 간판베이스(110㎝×360㎝)가 넘어지면서 재해자의 머리를 가격하여 사망",기타구조물,4. 마감공사,벽면 하부의 방수시트 제거 및 정리작업 중 발생한 진동에 의해 불안전한 상태로 벽면에 부착(간판 지지대의 파손으로 하부에 돌을 받쳐놓는 등) 되어있던 간판구조물이 넘어지면서 맞음,"▶ 일부 파손된 각형강관 지지구조의 간판베이스 주변에서 바닥콘크리트 파쇄 등의 작업 시 간판베이스 등이 넘어지지 않도록 재시공 또는 지지대의 설치로 전도방지 조치 실시
▶ 개인보호구 지급 및 착용","2020년 9월경 OO타워 누수 하자보수공사 현장에서 재해자가 건물 우측 하부 벽면의 방수시트 제거 및 정리작업 중, 건물 외벽에 부착되었던 간판베이스(110㎝×360㎝)가 넘어지면서 재해자의 머리를 가격하여 사망 [유발요인] 벽면 하부의 방수시트 제거 및 정리작업 중 발생한 진동에 의해 불안전한 상태로 벽면에 부착(간판 지지대의 파손으로 하부에 돌을 받쳐놓는 등) 되어있던 간판구조물이 넘어지면서 맞음 [대책] ▶ 일부 파손된 각형강관 지지구조의 간판베이스 주변에서 바닥콘크리트 파쇄 등의 작업 시 간판베이스 등이 넘어지지 않도록 재시공 또는 지지대의 설치로 전도방지 조치 실시
▶ 개인보호구 지급 및 착용",4. 마감공사,4.2 방수 작업,,
건설업,,2020년 2월경 OO(주) OO 아파트 건설공사 1공구 현장에서 협력업체 소속 재해자가 공동구 방수작업을 위해 핸드그라인더를 사용하여 면정리 작업을 하던 중 집수정(물 웅덩이)에 쓰러져 사망,분류불능,4. 마감공사,공동구 방수작업을 위해 핸드그라인더를 사용하여 면정리 작업을 하던 중 원인미상으로 집수정에 쓰러짐,"▶ 물기가 있는 곳에서 핸드그라인더 등 감전위험이 있는 기구의 사용 시 피복의 손상부 및 콘센트의 접지 상태 확인 및 보호
▶ 집수정 부근 등 감전위험이 있는 장소에서 작업 시 방수형 플러그 및 콘센트 사용
▶ 인체가 물에 젖어있는 상태에서 전기를 사용하는 장소에 콘센트를 시설하는 경우 인체감전보호용 누전차단기로 보호된 전로에 접속","2020년 2월경 OO(주) OO 아파트 건설공사 1공구 현장에서 협력업체 소속 재해자가 공동구 방수작업을 위해 핸드그라인더를 사용하여 면정리 작업을 하던 중 집수정(물 웅덩이)에 쓰러져 사망 [유발요인] 공동구 방수작업을 위해 핸드그라인더를 사용하여 면정리 작업을 하던 중 원인미상으로 집수정에 쓰러짐 [대책] ▶ 물기가 있는 곳에서 핸드그라인더 등 감전위험이 있는 기구의 사용 시 피복의 손상부 및 콘센트의 접지 상태 확인 및 보호
▶ 집수정 부근 등 감전위험이 있는 장소에서 작업 시 방수형 플러그 및 콘센트 사용
▶ 인체가 물에 젖어있는 상태에서 전기를 사용하는 장소에 콘센트를 시설하는 경우 인체감전보호용 누전차단기로 보호된 전로에 접속",4. 마감공사,4.2 방수 작업,,
건설업,,"2016년 8월경 OO도시철도 102정거장 터널입구 본선개착구간(지하 17.2m 높이) 현장에서 박OO 반장 등 근로자 3명은 소속 현장소장의 지시에 따라 지하 SHEET 방수작업을 시작하였으며, 이OO 씨는 맨 아래층에서 “톨루엔” 등이 다량 함유된 아스팔트 프라이머 도포 작업을 하였고 그 위층에서 박OO 반장 및 김OO 씨는 방수용 시트 부착 작업을 실시함. 작업 중에 시트가 부족하여 김OO 씨가 지상 1층으로 올라가 시트를 가져오던 중 박OO 반장은 보이지 않고 맨 아래층에서 소리가 나 확인하니 박OO 반장과 이OO 씨가 쓰러져 있는 것을 발견함. 김OO 씨는 구조를 위해 아래로 내려갔으나 본인도 어지러워 잠시 정신을 잃은 후 대합실로 올라와 쓰러졌고 다른 근로자에게 도움을 요청함. 주변 목수들이 지하에 쓰러진 박OO 반장 및 이OO 씨를 구조한 후 14시 경 119에 신고하여 병원으로 후송하였으나 박OO 씨가 사망하고 1명이 부상",화학물질,4. 마감공사,터널입구 본선개착구간의 지하 SHEET 방수작업 중 '톨루엔' 등이 다량 함유된 아스팔트 프라이머를 도포하던 작업자는 지하에 쓰러진 상태로 발견,"▶ 지하 등 자연환기가 어려운 장소에서 '톨루엔' 등 유해화합물이 다량 혼합된 프라이머 도포작업을 하는 경우, 송풍기, 환기설비 등을 사용하여 강제 환기 조치 실시
▶ 지하 등 자연환기가 어려운 장소에서 '톨루엔' 등 유해화합물이 다량 혼합된 프라이머 도포작업을 하는 경우, 송기마스크나 방독마스크를 지급하여 착용하도록 조치","2016년 8월경 OO도시철도 102정거장 터널입구 본선개착구간(지하 17.2m 높이) 현장에서 박OO 반장 등 근로자 3명은 소속 현장소장의 지시에 따라 지하 SHEET 방수작업을 시작하였으며, 이OO 씨는 맨 아래층에서 “톨루엔” 등이 다량 함유된 아스팔트 프라이머 도포 작업을 하였고 그 위층에서 박OO 반장 및 김OO 씨는 방수용 시트 부착 작업을 실시함. 작업 중에 시트가 부족하여 김OO 씨가 지상 1층으로 올라가 시트를 가져오던 중 박OO 반장은 보이지 않고 맨 아래층에서 소리가 나 확인하니 박OO 반장과 이OO 씨가 쓰러져 있는 것을 발견함. 김OO 씨는 구조를 위해 아래로 내려갔으나 본인도 어지러워 잠시 정신을 잃은 후 대합실로 올라와 쓰러졌고 다른 근로자에게 도움을 요청함. 주변 목수들이 지하에 쓰러진 박OO 반장 및 이OO 씨를 구조한 후 14시 경 119에 신고하여 병원으로 후송하였으나 박OO 씨가 사망하고 1명이 부상 [유발요인] 터널입구 본선개착구간의 지하 SHEET 방수작업 중 '톨루엔' 등이 다량 함유된 아스팔트 프라이머를 도포하던 작업자는 지하에 쓰러진 상태로 발견 [대책] ▶ 지하 등 자연환기가 어려운 장소에서 '톨루엔' 등 유해화합물이 다량 혼합된 프라이머 도포작업을 하는 경우, 송풍기, 환기설비 등을 사용하여 강제 환기 조치 실시
▶ 지하 등 자연환기가 어려운 장소에서 '톨루엔' 등 유해화합물이 다량 혼합된 프라이머 도포작업을 하는 경우, 송기마스크나 방독마스크를 지급하여 착용하도록 조치",4. 마감공사,4.2 방수 작업,,
건설업,,"2019년 1월경 OO교회 신축공사 현장, 우측면 비계 위에서 석재 및 유리 코킹작업을 하던 중 갑작스러운 강풍으로 인해 비계가 좌굴되면서 도괴하자 재해자 2명이 3층 발코니로 뛰어내려 부상",비계,4. 마감공사,외벽 마감을 위해 벽이음 철물을 해체한 외부비계에서 석재 및 유리 코킹작업 중 갑작스러운 강품으로 인해 비계가 좌굴하면서 추락,"▶ 외벽마감 간섭 등에 의해 비계의 벽이음 철물을 제거하는 경우 비계 외측에 경사버팀대 등을 설치하여 전도방지조치
▶ 개인보호구 지급 및 착용관리","2019년 1월경 OO교회 신축공사 현장, 우측면 비계 위에서 석재 및 유리 코킹작업을 하던 중 갑작스러운 강풍으로 인해 비계가 좌굴되면서 도괴하자 재해자 2명이 3층 발코니로 뛰어내려 부상 [유발요인] 외벽 마감을 위해 벽이음 철물을 해체한 외부비계에서 석재 및 유리 코킹작업 중 갑작스러운 강품으로 인해 비계가 좌굴하면서 추락 [대책] ▶ 외벽마감 간섭 등에 의해 비계의 벽이음 철물을 제거하는 경우 비계 외측에 경사버팀대 등을 설치하여 전도방지조치
▶ 개인보호구 지급 및 착용관리",4. 마감공사,4.3 석재 및 타일 작업,,
건설업,,2015년 12월경 OOO 천연가스 발전소 건설공사 현장에서 재해자와 동료작업자가 컨테이너 접합작업 중 러그 용접부가 탈락하여 긴장되어 있던 체인이 재해자의 두부와 동료작업자의 왼쪽 어깨를 타격하여 재해자 사망,기타건설기계기구,4. 마감공사,컨테이너 접합작업 중 러그 용접부가 용접불량으로 탈락하면서 긴장되어 있던 체인에 맞음,"▶ 중량물 취급 작업계획서 수립 및 준수, 근로자 내용 주지  
▶ 중량물 양중작업 시 작업반경 내 접근통제 조치 및 작업지휘자 배치
▶ 양중작업 전 러그 용접상태 확인 철저","2015년 12월경 OOO 천연가스 발전소 건설공사 현장에서 재해자와 동료작업자가 컨테이너 접합작업 중 러그 용접부가 탈락하여 긴장되어 있던 체인이 재해자의 두부와 동료작업자의 왼쪽 어깨를 타격하여 재해자 사망 [유발요인] 컨테이너 접합작업 중 러그 용접부가 용접불량으로 탈락하면서 긴장되어 있던 체인에 맞음 [대책] ▶ 중량물 취급 작업계획서 수립 및 준수, 근로자 내용 주지  
▶ 중량물 양중작업 시 작업반경 내 접근통제 조치 및 작업지휘자 배치
▶ 양중작업 전 러그 용접상태 확인 철저",4. 마감공사,4.5 금속 및 잡철물 작업,,
건설업,,"2017년 9월경 ○○산업(주)공장 증축공사 현장에서 하청 소속 재해자가 현장 내부에서 고소작업대(일명:렌탈)를 사용하여 약 5m높이에 위치한 소화전 배관 용접작업 중 전기작업용 고소작업대가 재해자가 탑승한 고소작업대를 근접하여 지나가는 과정에서, 재해자가 사용중인 용접기와 연결된 이동전선이 전기작업자의 고소작업대에 걸려 당겨졌고, 이로 인해 재해자가 탑승한 고소작업대가 전도되면서 바닥으로 추학하여 사망",고소작업대,4. 마감공사,증축공장 내부 소화전 수직배관 연결을 위해 고소작업대에 탑승하여 용접작업 진행 중 전기작업용 고소작업대가 지나가면서 전기작업용 고소작업대에 연결된 이동전선에 의해 용접작업용 고소작업대가 전도되면서 바닥으로 추락,"▶ 고소작업대 이동통로에 장애물 등을 제거 후 이동 조치
▶ 고소작업대의 이동시 다른 고소작업대와의 이동 및 작업구역이 겹치지 않은 우회경로 설정 준수","2017년 9월경 ○○산업(주)공장 증축공사 현장에서 하청 소속 재해자가 현장 내부에서 고소작업대(일명:렌탈)를 사용하여 약 5m높이에 위치한 소화전 배관 용접작업 중 전기작업용 고소작업대가 재해자가 탑승한 고소작업대를 근접하여 지나가는 과정에서, 재해자가 사용중인 용접기와 연결된 이동전선이 전기작업자의 고소작업대에 걸려 당겨졌고, 이로 인해 재해자가 탑승한 고소작업대가 전도되면서 바닥으로 추학하여 사망 [유발요인] 증축공장 내부 소화전 수직배관 연결을 위해 고소작업대에 탑승하여 용접작업 진행 중 전기작업용 고소작업대가 지나가면서 전기작업용 고소작업대에 연결된 이동전선에 의해 용접작업용 고소작업대가 전도되면서 바닥으로 추락 [대책] ▶ 고소작업대 이동통로에 장애물 등을 제거 후 이동 조치
▶ 고소작업대의 이동시 다른 고소작업대와의 이동 및 작업구역이 겹치지 않은 우회경로 설정 준수",4. 마감공사,4.5 금속 및 잡철물 작업,,
건설업,,2018년 3월경 OO건설 공사 현장 지하4층 반입구에서 고소작업대를 이용하여 방화셔터 기둥(H-beam) 해체 작업 중 무게가 약 150kg인 기둥(H-beam)의 모멘트에 의해 고소작업대가 전도되어(H≒3.5m) 고소작업대에 탑승해있던 재해자 2명이 동시에 부상,고소작업대,4. 마감공사,고소작업대에 방화셔터 기둥을 묶어 해체하던 중 기둥의 모멘트에 의해 고소작업대가 전도되어 바닥으로 추락,"▶ H-beam등 무거운 자재를 고소작업대와 연결하여 해체하는 행위를 금지하고 크레인과 같은 인양장비를 사용하여 작업하도록 조치
▶ 고소작업대가 전도할 위험이 있는 작업을 할 경우, 안전대를 별도의 안전대 부착설비에 체결하여 고소작업대가 전도되어도 작업자의 안전을 확보할 수 있도록 조치","2018년 3월경 OO건설 공사 현장 지하4층 반입구에서 고소작업대를 이용하여 방화셔터 기둥(H-beam) 해체 작업 중 무게가 약 150kg인 기둥(H-beam)의 모멘트에 의해 고소작업대가 전도되어(H≒3.5m) 고소작업대에 탑승해있던 재해자 2명이 동시에 부상 [유발요인] 고소작업대에 방화셔터 기둥을 묶어 해체하던 중 기둥의 모멘트에 의해 고소작업대가 전도되어 바닥으로 추락 [대책] ▶ H-beam등 무거운 자재를 고소작업대와 연결하여 해체하는 행위를 금지하고 크레인과 같은 인양장비를 사용하여 작업하도록 조치
▶ 고소작업대가 전도할 위험이 있는 작업을 할 경우, 안전대를 별도의 안전대 부착설비에 체결하여 고소작업대가 전도되어도 작업자의 안전을 확보할 수 있도록 조치",4. 마감공사,4.5 금속 및 잡철물 작업,,
건설업,,"2020년 6월경 근린생활시설 증축공사 현장에서 이동식크레인(25톤, 유압식)을 이용하여 단열재 묶음(1,200×2,000×2,160, 중량: 206kg)을 옥상층 바닥으로 인양하던 중, 돌출된 비계기둥에 걸려 떨어진 단열재 묶음이 옥상에서 신호 중이던 재해자(철거공)의 머리를 타격하여 사망","기타자재(내부마감재,시멘트,마대)",4. 마감공사,이동식크레인으로 자재 인양 중 자재가 돌출된 장애물(비계기둥)에 걸려 낙하하면서 재해자가 맞음,"▶ 작업 전 사전조사 및 작업계획서 수립을 통해 장비 배치구간 선정 및 중량물 취급 시 줄걸이 방식 등을 계획
▶ 시야확보가 어려운 상황에서 크레인을 이용해 자재를 인양할 경우, 사전에 적절한 신호체계를 구축
▶ 자재 인양 시 훅 해지장치 등 이탈방지 장치 설치 및 정상작동 여부를 확인하고, 인양 전 관리감독자가 인양물과의 결합 상태 점검 등의 조치
▶ 크레인으로 자재 인양 시, 인양물의 형상과 재료적 특성에 따른 적절한 줄걸이 방법 사용
▶ 인양 작업 시 인양물이 낙하할 수 있는 작업반경 내 근로자 출입금지 조치","2020년 6월경 근린생활시설 증축공사 현장에서 이동식크레인(25톤, 유압식)을 이용하여 단열재 묶음(1,200×2,000×2,160, 중량: 206kg)을 옥상층 바닥으로 인양하던 중, 돌출된 비계기둥에 걸려 떨어진 단열재 묶음이 옥상에서 신호 중이던 재해자(철거공)의 머리를 타격하여 사망 [유발요인] 이동식크레인으로 자재 인양 중 자재가 돌출된 장애물(비계기둥)에 걸려 낙하하면서 재해자가 맞음 [대책] ▶ 작업 전 사전조사 및 작업계획서 수립을 통해 장비 배치구간 선정 및 중량물 취급 시 줄걸이 방식 등을 계획
▶ 시야확보가 어려운 상황에서 크레인을 이용해 자재를 인양할 경우, 사전에 적절한 신호체계를 구축
▶ 자재 인양 시 훅 해지장치 등 이탈방지 장치 설치 및 정상작동 여부를 확인하고, 인양 전 관리감독자가 인양물과의 결합 상태 점검 등의 조치
▶ 크레인으로 자재 인양 시, 인양물의 형상과 재료적 특성에 따른 적절한 줄걸이 방법 사용
▶ 인양 작업 시 인양물이 낙하할 수 있는 작업반경 내 근로자 출입금지 조치",4. 마감공사,4.7 수장 작업,,
건설업,,"2017년 4월경 ㈜OO OO실험동 신축공사 현장에서, 소속 재해자(뿜칠공)가 실험동 3층에서 천정 단열재 퍼티작업으로 사용 예정이던 이동식 비계 하부에 쓰러져 있는 상태로 발견되어 치료 중 사망",이동식비계,4. 마감공사,이동식비계에서 작업 중 발을 헛디뎌 안전난간이 설치되지 않은 작업발판 단부로 추락,"▶ 이동식비계 조립 시 안전난간, 아웃트리거 지지, 구름방지장치 등 설치기준을 준수하여 추락 및 전도방지 조치 철저
▶ 이동식비계 부재(주틀, 안전난간, 발바퀴, 아웃트리거 등)는 방호장치 안전인증 기준에 적합한 제품을 사용
▶ 부득이하게 안전난간 일부를 해체해야할 경우, 관리감독자 등 감시자 배치 및 근로자 안전대 체결여부 관리감독
▶ 이동식비계 승하강용 사다리 이용하여 이동 시, 작업자 실족 및 추락방지 하기 위한 작업장 조도 확보(적절한 조명기구 설치 등)
▶ 작업자의 개인보호구, 안전대 체결여부 점검 및 관리감독","2017년 4월경 ㈜OO OO실험동 신축공사 현장에서, 소속 재해자(뿜칠공)가 실험동 3층에서 천정 단열재 퍼티작업으로 사용 예정이던 이동식 비계 하부에 쓰러져 있는 상태로 발견되어 치료 중 사망 [유발요인] 이동식비계에서 작업 중 발을 헛디뎌 안전난간이 설치되지 않은 작업발판 단부로 추락 [대책] ▶ 이동식비계 조립 시 안전난간, 아웃트리거 지지, 구름방지장치 등 설치기준을 준수하여 추락 및 전도방지 조치 철저
▶ 이동식비계 부재(주틀, 안전난간, 발바퀴, 아웃트리거 등)는 방호장치 안전인증 기준에 적합한 제품을 사용
▶ 부득이하게 안전난간 일부를 해체해야할 경우, 관리감독자 등 감시자 배치 및 근로자 안전대 체결여부 관리감독
▶ 이동식비계 승하강용 사다리 이용하여 이동 시, 작업자 실족 및 추락방지 하기 위한 작업장 조도 확보(적절한 조명기구 설치 등)
▶ 작업자의 개인보호구, 안전대 체결여부 점검 및 관리감독",4. 마감공사,4.7 수장 작업,,
